Value,Count,WFE_500m
0,5917294.000000000000000,0.000000000000000
6,107997.000000000000000,0.000075282308657
12,61356.000000000000000,0.000150564617315
18,43337.000000000000000,0.000225846925972
20,62325.000000000000000,0.000250941028858
24,30261.000000000000000,0.000301129234630
26,27429.000000000000000,0.000326223337516
30,25617.000000000000000,0.000376411543287
32,21106.000000000000000,0.000401505646173
36,19374.000000000000000,0.000451693851945
38,17348.000000000000000,0.000476787954831
40,28341.000000000000000,0.000501882057716
42,18539.000000000000000,0.000526976160602
44,13392.000000000000000,0.000552070263488
46,16493.000000000000000,0.000577164366374
48,15105.000000000000000,0.000602258469260
50,10256.000000000000000,0.000627352572146
52,13013.000000000000000,0.000652446675031
54,13623.000000000000000,0.000677540777917
56,9172.000000000000000,0.000702634880803
58,11880.000000000000000,0.000727728983689
60,30167.000000000000000,0.000752823086575
62,8283.000000000000000,0.000777917189460
64,10932.000000000000000,0.000803011292346
66,21837.000000000000000,0.000828105395232
68,7420.000000000000000,0.000853199498118
70,9098.000000000000000,0.000878293601004
72,21415.000000000000000,0.000903387703890
74,5695.000000000000000,0.000928481806775
75,32893.000000000000000,0.000941028858218
76,7833.000000000000000,0.000953575909661
78,17836.000000000000000,0.000978670012547
80,16498.000000000000000,0.001003764115433
81,9781.000000000000000,0.001016311166876
82,6848.000000000000000,0.001028858218319
84,16661.000000000000000,0.001053952321205
86,12448.000000000000000,0.001079046424090
87,9114.000000000000000,0.001091593475533
88,5932.000000000000000,0.001104140526976
90,15862.000000000000000,0.001129234629862
92,11425.000000000000000,0.001154328732748
93,4858.000000000000000,0.001166875784191
94,5069.000000000000000,0.001179422835634
95,2940.000000000000000,0.001191969887077
96,13541.000000000000000,0.001204516938519
98,10821.000000000000000,0.001229611041405
99,4212.000000000000000,0.001242158092848
100,42790.000000000000000,0.001254705144291
101,1887.000000000000000,0.001267252195734
102,12911.000000000000000,0.001279799247177
104,9772.000000000000000,0.001304893350063
105,3071.000000000000000,0.001317440401506
106,16756.000000000000000,0.001329987452949
107,1484.000000000000000,0.001342534504391
108,11490.000000000000000,0.001355081555834
110,8987.000000000000000,0.001380175658720
111,3017.000000000000000,0.001392722710163
112,13697.000000000000000,0.001405269761606
113,1214.000000000000000,0.001417816813049
114,10663.000000000000000,0.001430363864492
115,1632.000000000000000,0.001442910915935
116,8999.000000000000000,0.001455457967378
117,2457.000000000000000,0.001468005018821
118,11440.000000000000000,0.001480552070263
119,1144.000000000000000,0.001493099121706
120,23541.000000000000000,0.001505646173149
121,1102.000000000000000,0.001518193224592
122,8246.000000000000000,0.001530740276035
123,1859.000000000000000,0.001543287327478
124,10662.000000000000000,0.001555834378921
125,1697.000000000000000,0.001568381430364
126,16569.000000000000000,0.001580928481807
127,928.000000000000000,0.001593475533250
128,7644.000000000000000,0.001606022584693
129,1656.000000000000000,0.001618569636136
130,9877.000000000000000,0.001631116687578
131,1034.000000000000000,0.001643663739021
132,14953.000000000000000,0.001656210790464
133,1264.000000000000000,0.001668757841907
134,7016.000000000000000,0.001681304893350
135,2559.000000000000000,0.001693851944793
136,9921.000000000000000,0.001706398996236
137,1127.000000000000000,0.001718946047679
138,14729.000000000000000,0.001731493099122
139,843.000000000000000,0.001744040150565
140,14930.000000000000000,0.001756587202008
141,2327.000000000000000,0.001769134253450
142,9879.000000000000000,0.001781681304893
143,666.000000000000000,0.001794228356336
144,13616.000000000000000,0.001806775407779
145,744.000000000000000,0.001819322459222
146,11900.000000000000000,0.001831869510665
147,2061.000000000000000,0.001844416562108
148,8425.000000000000000,0.001856963613551
149,624.000000000000000,0.001869510664994
150,42701.000000000000000,0.001882057716437
151,825.000000000000000,0.001894604767880
152,10623.000000000000000,0.001907151819322
153,1875.000000000000000,0.001919698870765
154,7834.000000000000000,0.001932245922208
155,1098.000000000000000,0.001944792973651
156,19029.000000000000000,0.001957340025094
157,721.000000000000000,0.001969887076537
158,10271.000000000000000,0.001982434127980
159,2075.000000000000000,0.001994981179423
160,12743.000000000000000,0.002007528230866
161,1026.000000000000000,0.002020075282309
162,17246.000000000000000,0.002032622333752
163,603.000000000000000,0.002045169385194
164,9937.000000000000000,0.002057716436637
165,1743.000000000000000,0.002070263488080
166,10845.000000000000000,0.002082810539523
167,913.000000000000000,0.002095357590966
168,15296.000000000000000,0.002107904642409
169,517.000000000000000,0.002120451693852
170,11292.000000000000000,0.002132998745295
171,1665.000000000000000,0.002145545796738
172,10092.000000000000000,0.002158092848181
173,1057.000000000000000,0.002170639899624
174,13919.000000000000000,0.002183186951066
175,5935.000000000000000,0.002195734002509
176,9602.000000000000000,0.002208281053952
177,1571.000000000000000,0.002220828105395
178,9353.000000000000000,0.002233375156838
179,993.000000000000000,0.002245922208281
180,16255.000000000000000,0.002258469259724
181,2703.000000000000000,0.002271016311167
182,9048.000000000000000,0.002283563362610
183,1568.000000000000000,0.002296110414053
184,10033.000000000000000,0.002308657465496
185,921.000000000000000,0.002321204516939
186,14791.000000000000000,0.002333751568381
187,2053.000000000000000,0.002346298619824
188,9417.000000000000000,0.002358845671267
189,1494.000000000000000,0.002371392722710
190,9975.000000000000000,0.002383939774153
191,824.000000000000000,0.002396486825596
192,13718.000000000000000,0.002409033877039
193,1723.000000000000000,0.002421580928482
194,8073.000000000000000,0.002434127979925
195,3002.000000000000000,0.002446675031368
196,9037.000000000000000,0.002459222082811
197,861.000000000000000,0.002471769134253
198,12889.000000000000000,0.002484316185696
199,1681.000000000000000,0.002496863237139
200,24595.000000000000000,0.002509410288582
201,2413.000000000000000,0.002521957340025
202,9148.000000000000000,0.002534504391468
203,838.000000000000000,0.002547051442911
204,13248.000000000000000,0.002559598494354
205,1414.000000000000000,0.002572145545797
206,13711.000000000000000,0.002584692597240
207,1966.000000000000000,0.002597239648683
208,8592.000000000000000,0.002609786700125
209,980.000000000000000,0.002622333751568
210,13147.000000000000000,0.002634880803011
211,1429.000000000000000,0.002647427854454
212,11624.000000000000000,0.002659974905897
213,2141.000000000000000,0.002672521957340
214,8181.000000000000000,0.002685069008783
215,1811.000000000000000,0.002697616060226
216,12394.000000000000000,0.002710163111669
217,1338.000000000000000,0.002722710163112
218,10785.000000000000000,0.002735257214555
219,1811.000000000000000,0.002747804265997
220,15299.000000000000000,0.002760351317440
221,1565.000000000000000,0.002772898368883
222,12294.000000000000000,0.002785445420326
223,1357.000000000000000,0.002797992471769
224,9868.000000000000000,0.002810539523212
225,19751.000000000000000,0.002823086574655
226,11412.000000000000000,0.002835633626098
227,1259.000000000000000,0.002848180677541
228,11765.000000000000000,0.002860727728984
229,1274.000000000000000,0.002873274780427
230,9690.000000000000000,0.002885821831870
231,6383.000000000000000,0.002898368883312
232,10305.000000000000000,0.002910915934755
233,1318.000000000000000,0.002923462986198
234,11719.000000000000000,0.002936010037641
235,1717.000000000000000,0.002948557089084
236,9620.000000000000000,0.002961104140527
237,4725.000000000000000,0.002973651191970
238,9843.000000000000000,0.002986198243413
239,1263.000000000000000,0.002998745294856
240,15977.000000000000000,0.003011292346299
241,2363.000000000000000,0.003023839397742
242,9602.000000000000000,0.003036386449184
243,4438.000000000000000,0.003048933500627
244,10217.000000000000000,0.003061480552070
245,2519.000000000000000,0.003074027603513
246,13614.000000000000000,0.003086574654956
247,1520.000000000000000,0.003099121706399
248,9093.000000000000000,0.003111668757842
249,3633.000000000000000,0.003124215809285
250,12069.000000000000000,0.003136762860728
251,1836.000000000000000,0.003149309912171
252,12729.000000000000000,0.003161856963614
253,1388.000000000000000,0.003174404015056
254,9198.000000000000000,0.003186951066499
255,3861.000000000000000,0.003199498117942
256,10446.000000000000000,0.003212045169385
257,1908.000000000000000,0.003224592220828
258,13016.000000000000000,0.003237139272271
259,1541.000000000000000,0.003249686323714
260,12806.000000000000000,0.003262233375157
261,3280.000000000000000,0.003274780426600
262,9749.000000000000000,0.003287327478043
263,1740.000000000000000,0.003299874529486
264,12623.000000000000000,0.003312421580928
265,1756.000000000000000,0.003324968632371
266,10736.000000000000000,0.003337515683814
267,3195.000000000000000,0.003350062735257
268,9268.000000000000000,0.003362609786700
269,1702.000000000000000,0.003375156838143
270,12525.000000000000000,0.003387703889586
271,1515.000000000000000,0.003400250941029
272,10241.000000000000000,0.003412797992472
273,3111.000000000000000,0.003425345043915
274,9129.000000000000000,0.003437892095358
275,5322.000000000000000,0.003450439146801
276,12358.000000000000000,0.003462986198243
277,1795.000000000000000,0.003475533249686
278,10155.000000000000000,0.003488080301129
279,3160.000000000000000,0.003500627352572
280,11396.000000000000000,0.003513174404015
281,2930.000000000000000,0.003525721455458
282,11718.000000000000000,0.003538268506901
283,1491.000000000000000,0.003550815558344
284,10372.000000000000000,0.003563362609787
285,3199.000000000000000,0.003575909661230
286,10010.000000000000000,0.003588456712673
287,2310.000000000000000,0.003601003764115
288,11417.000000000000000,0.003613550815558
289,1517.000000000000000,0.003626097867001
290,9941.000000000000000,0.003638644918444
291,3017.000000000000000,0.003651191969887
292,9636.000000000000000,0.003663739021330
293,2094.000000000000000,0.003676286072773
294,11341.000000000000000,0.003688833124216
295,2682.000000000000000,0.003701380175659
296,9667.000000000000000,0.003713927227102
297,2834.000000000000000,0.003726474278545
298,9603.000000000000000,0.003739021329987
299,2028.000000000000000,0.003751568381430
300,36912.000000000000000,0.003764115432873
301,2112.000000000000000,0.003776662484316
302,9374.000000000000000,0.003789209535759
303,2632.000000000000000,0.003801756587202
304,9591.000000000000000,0.003814303638645
305,2810.000000000000000,0.003826850690088
306,16607.000000000000000,0.003839397741531
307,1986.000000000000000,0.003851944792974
308,9008.000000000000000,0.003864491844417
309,2874.000000000000000,0.003877038895859
310,9638.000000000000000,0.003889585947302
311,2129.000000000000000,0.003902132998745
312,15963.000000000000000,0.003914680050188
313,1864.000000000000000,0.003927227101631
314,8695.000000000000000,0.003939774153074
315,3190.000000000000000,0.003952321204517
316,8982.000000000000000,0.003964868255960
317,2006.000000000000000,0.003977415307403
318,14248.000000000000000,0.003989962358846
319,1899.000000000000000,0.004002509410289
320,13316.000000000000000,0.004015056461731
321,3339.000000000000000,0.004027603513174
322,9042.000000000000000,0.004040150564617
323,1881.000000000000000,0.004052697616060
324,14471.000000000000000,0.004065244667503
325,3551.000000000000000,0.004077791718946
326,10625.000000000000000,0.004090338770389
327,2748.000000000000000,0.004102885821832
328,8687.000000000000000,0.004115432873275
329,2145.000000000000000,0.004127979924718
330,13621.000000000000000,0.004140526976161
331,2396.000000000000000,0.004153074027604
332,10896.000000000000000,0.004165621079046
333,2825.000000000000000,0.004178168130489
334,8271.000000000000000,0.004190715181932
335,2263.000000000000000,0.004203262233375
336,12624.000000000000000,0.004215809284818
337,2357.000000000000000,0.004228356336261
338,10270.000000000000000,0.004240903387704
339,2854.000000000000000,0.004253450439147
340,11550.000000000000000,0.004265997490590
341,2256.000000000000000,0.004278544542033
342,12569.000000000000000,0.004291091593476
343,2224.000000000000000,0.004303638644918
344,9899.000000000000000,0.004316185696361
345,3216.000000000000000,0.004328732747804
346,9891.000000000000000,0.004341279799247
347,2102.000000000000000,0.004353826850690
348,12167.000000000000000,0.004366373902133
349,2368.000000000000000,0.004378920953576
350,11833.000000000000000,0.004391468005019
351,2909.000000000000000,0.004404015056462
352,9717.000000000000000,0.004416562107905
353,1961.000000000000000,0.004429109159348
354,11693.000000000000000,0.004441656210790
355,2411.000000000000000,0.004454203262233
356,10389.000000000000000,0.004466750313676
357,3130.000000000000000,0.004479297365119
358,9689.000000000000000,0.004491844416562
359,2097.000000000000000,0.004504391468005
360,13973.000000000000000,0.004516938519448
361,2294.000000000000000,0.004529485570891
362,10192.000000000000000,0.004542032622334
363,2811.000000000000000,0.004554579673777
364,9762.000000000000000,0.004567126725220
365,2502.000000000000000,0.004579673776662
366,13331.000000000000000,0.004592220828105
367,2121.000000000000000,0.004604767879548
368,10340.000000000000000,0.004617314930991
369,2658.000000000000000,0.004629861982434
370,10107.000000000000000,0.004642409033877
371,2296.000000000000000,0.004654956085320
372,12317.000000000000000,0.004667503136763
373,2004.000000000000000,0.004680050188206
374,9358.000000000000000,0.004692597239649
375,17409.000000000000000,0.004705144291092
376,10681.000000000000000,0.004717691342535
377,2111.000000000000000,0.004730238393977
378,12190.000000000000000,0.004742785445420
379,2255.000000000000000,0.004755332496863
380,10940.000000000000000,0.004767879548306
381,5773.000000000000000,0.004780426599749
382,9586.000000000000000,0.004792973651192
383,2028.000000000000000,0.004805520702635
384,12211.000000000000000,0.004818067754078
385,2256.000000000000000,0.004830614805521
386,9976.000000000000000,0.004843161856964
387,5176.000000000000000,0.004855708908407
388,9239.000000000000000,0.004868255959849
389,1993.000000000000000,0.004880803011292
390,12218.000000000000000,0.004893350062735
391,2081.000000000000000,0.004905897114178
392,9934.000000000000000,0.004918444165621
393,4356.000000000000000,0.004930991217064
394,9092.000000000000000,0.004943538268507
395,3431.000000000000000,0.004956085319950
396,11870.000000000000000,0.004968632371393
397,2231.000000000000000,0.004981179422836
398,10091.000000000000000,0.004993726474279
399,4228.000000000000000,0.005006273525721
400,17766.000000000000000,0.005018820577164
401,2678.000000000000000,0.005031367628607
402,11912.000000000000000,0.005043914680050
403,2122.000000000000000,0.005056461731493
404,9899.000000000000000,0.005069008782936
405,4012.000000000000000,0.005081555834379
406,12263.000000000000000,0.005094102885822
407,2757.000000000000000,0.005106649937265
408,11445.000000000000000,0.005119196988708
409,2169.000000000000000,0.005131744040151
410,10200.000000000000000,0.005144291091593
411,3891.000000000000000,0.005156838143036
412,10636.000000000000000,0.005169385194479
413,2434.000000000000000,0.005181932245922
414,11245.000000000000000,0.005194479297365
415,2945.000000000000000,0.005207026348808
416,9854.000000000000000,0.005219573400251
417,3800.000000000000000,0.005232120451694
418,10781.000000000000000,0.005244667503137
419,2468.000000000000000,0.005257214554580
420,14427.000000000000000,0.005269761606023
421,2602.000000000000000,0.005282308657465
422,9605.000000000000000,0.005294855708908
423,3782.000000000000000,0.005307402760351
424,10564.000000000000000,0.005319949811794
425,3742.000000000000000,0.005332496863237
426,13002.000000000000000,0.005345043914680
427,2470.000000000000000,0.005357590966123
428,9602.000000000000000,0.005370138017566
429,3616.000000000000000,0.005382685069009
430,10347.000000000000000,0.005395232120452
431,2837.000000000000000,0.005407779171895
432,12167.000000000000000,0.005420326223338
433,2503.000000000000000,0.005432873274780
434,9358.000000000000000,0.005445420326223
435,4422.000000000000000,0.005457967377666
436,9990.000000000000000,0.005470514429109
437,2757.000000000000000,0.005483061480552
438,12160.000000000000000,0.005495608531995
439,2414.000000000000000,0.005508155583438
440,11431.000000000000000,0.005520702634881
441,3634.000000000000000,0.005533249686324
442,10090.000000000000000,0.005545796737767
443,2555.000000000000000,0.005558343789210
444,11813.000000000000000,0.005570890840652
445,2603.000000000000000,0.005583437892095
446,10271.000000000000000,0.005595984943538
447,4261.000000000000000,0.005608531994981
448,9845.000000000000000,0.005621079046424
