Value,Count
6066,15.000000000000000
6067,30.000000000000000
6068,21.000000000000000
6069,16.000000000000000
6070,19.000000000000000
6071,19.000000000000000
6072,22.000000000000000
6073,23.000000000000000
6074,14.000000000000000
6075,18.000000000000000
6076,23.000000000000000
6077,18.000000000000000
6078,18.000000000000000
6079,20.000000000000000
6080,18.000000000000000
6081,25.000000000000000
6082,22.000000000000000
6083,17.000000000000000
6084,29.000000000000000
6085,22.000000000000000
6086,18.000000000000000
6087,15.000000000000000
6088,31.000000000000000
6089,16.000000000000000
6090,21.000000000000000
6091,22.000000000000000
6092,15.000000000000000
6093,18.000000000000000
6094,14.000000000000000
6095,19.000000000000000
6096,18.000000000000000
6097,21.000000000000000
6098,19.000000000000000
6099,20.000000000000000
6100,14.000000000000000
6101,16.000000000000000
6102,19.000000000000000
6103,17.000000000000000
6104,31.000000000000000
6105,22.000000000000000
6106,20.000000000000000
6107,11.000000000000000
6108,19.000000000000000
6109,20.000000000000000
6110,21.000000000000000
6111,20.000000000000000
6112,20.000000000000000
6113,22.000000000000000
6114,25.000000000000000
6115,21.000000000000000
6116,14.000000000000000
6117,22.000000000000000
6118,19.000000000000000
6119,17.000000000000000
6120,25.000000000000000
6121,22.000000000000000
6122,24.000000000000000
6123,20.000000000000000
6124,17.000000000000000
6125,18.000000000000000
6126,17.000000000000000
6127,18.000000000000000
6128,23.000000000000000
6129,23.000000000000000
6130,18.000000000000000
6131,22.000000000000000
6132,16.000000000000000
6133,23.000000000000000
6134,23.000000000000000
6135,19.000000000000000
6136,24.000000000000000
6137,12.000000000000000
6138,14.000000000000000
6139,20.000000000000000
6140,17.000000000000000
6141,15.000000000000000
6142,19.000000000000000
6143,14.000000000000000
6144,8.000000000000000
6145,18.000000000000000
6146,21.000000000000000
6147,14.000000000000000
6148,26.000000000000000
6149,21.000000000000000
6150,19.000000000000000
6151,23.000000000000000
6152,18.000000000000000
6153,17.000000000000000
6154,19.000000000000000
6155,15.000000000000000
6156,19.000000000000000
6157,17.000000000000000
6158,24.000000000000000
6159,21.000000000000000
6160,16.000000000000000
6161,13.000000000000000
6162,22.000000000000000
6163,21.000000000000000
6164,22.000000000000000
6165,18.000000000000000
6166,20.000000000000000
6167,22.000000000000000
6168,18.000000000000000
6169,21.000000000000000
6170,26.000000000000000
6171,18.000000000000000
6172,16.000000000000000
6173,18.000000000000000
6174,16.000000000000000
6175,26.000000000000000
6176,16.000000000000000
6177,19.000000000000000
6178,17.000000000000000
6179,11.000000000000000
6180,26.000000000000000
6181,23.000000000000000
6182,19.000000000000000
6183,10.000000000000000
6184,12.000000000000000
6185,17.000000000000000
6186,10.000000000000000
6187,22.000000000000000
6188,17.000000000000000
6189,21.000000000000000
6190,16.000000000000000
6191,16.000000000000000
6192,24.000000000000000
6193,19.000000000000000
6194,22.000000000000000
6195,15.000000000000000
6196,22.000000000000000
6197,17.000000000000000
6198,27.000000000000000
6199,16.000000000000000
6200,14.000000000000000
6201,15.000000000000000
6202,17.000000000000000
6203,14.000000000000000
6204,21.000000000000000
6205,11.000000000000000
6206,14.000000000000000
6207,19.000000000000000
6208,24.000000000000000
6209,13.000000000000000
6210,16.000000000000000
6211,28.000000000000000
6212,21.000000000000000
6213,8.000000000000000
6214,17.000000000000000
6215,17.000000000000000
6216,14.000000000000000
6217,15.000000000000000
6218,14.000000000000000
6219,20.000000000000000
6220,17.000000000000000
6221,17.000000000000000
6222,19.000000000000000
6223,19.000000000000000
6224,15.000000000000000
6225,22.000000000000000
6226,21.000000000000000
6227,17.000000000000000
6228,22.000000000000000
6229,18.000000000000000
6230,25.000000000000000
6231,22.000000000000000
6232,15.000000000000000
6233,19.000000000000000
6234,12.000000000000000
6235,17.000000000000000
6236,17.000000000000000
6237,19.000000000000000
6238,13.000000000000000
6239,24.000000000000000
6240,16.000000000000000
6241,21.000000000000000
6242,14.000000000000000
6243,24.000000000000000
6244,25.000000000000000
6245,16.000000000000000
6246,22.000000000000000
6247,22.000000000000000
6248,17.000000000000000
6249,16.000000000000000
6250,17.000000000000000
6251,19.000000000000000
6252,14.000000000000000
6253,24.000000000000000
6254,16.000000000000000
6255,18.000000000000000
6256,22.000000000000000
6257,15.000000000000000
6258,16.000000000000000
6259,12.000000000000000
6260,17.000000000000000
6261,21.000000000000000
6262,23.000000000000000
6263,18.000000000000000
6264,17.000000000000000
6265,19.000000000000000
6266,18.000000000000000
6267,11.000000000000000
6268,26.000000000000000
6269,16.000000000000000
6270,15.000000000000000
6271,20.000000000000000
6272,16.000000000000000
6273,32.000000000000000
6274,15.000000000000000
6275,25.000000000000000
6276,20.000000000000000
6277,19.000000000000000
6278,16.000000000000000
6279,21.000000000000000
6280,10.000000000000000
6281,33.000000000000000
6282,21.000000000000000
6283,13.000000000000000
6284,17.000000000000000
6285,9.000000000000000
6286,18.000000000000000
6287,21.000000000000000
6288,19.000000000000000
6289,22.000000000000000
6290,19.000000000000000
6291,19.000000000000000
6292,20.000000000000000
6293,14.000000000000000
6294,14.000000000000000
6295,16.000000000000000
6296,18.000000000000000
6297,9.000000000000000
6298,17.000000000000000
6299,13.000000000000000
6300,13.000000000000000
6301,20.000000000000000
6302,16.000000000000000
6303,18.000000000000000
6304,22.000000000000000
6305,19.000000000000000
6306,14.000000000000000
6307,14.000000000000000
6308,15.000000000000000
6309,17.000000000000000
6310,17.000000000000000
6311,25.000000000000000
6312,13.000000000000000
6313,18.000000000000000
6314,13.000000000000000
6315,12.000000000000000
6316,24.000000000000000
6317,16.000000000000000
6318,18.000000000000000
6319,19.000000000000000
6320,23.000000000000000
6321,9.000000000000000
6322,17.000000000000000
6323,15.000000000000000
6324,24.000000000000000
6325,14.000000000000000
6326,20.000000000000000
6327,16.000000000000000
6328,18.000000000000000
6329,11.000000000000000
6330,17.000000000000000
6331,14.000000000000000
6332,16.000000000000000
6333,13.000000000000000
6334,10.000000000000000
6335,15.000000000000000
6336,23.000000000000000
6337,13.000000000000000
6338,13.000000000000000
6339,10.000000000000000
6340,16.000000000000000
6341,26.000000000000000
6342,13.000000000000000
6343,18.000000000000000
6344,17.000000000000000
6345,16.000000000000000
6346,20.000000000000000
6347,11.000000000000000
6348,16.000000000000000
6349,18.000000000000000
6350,17.000000000000000
6351,20.000000000000000
6352,21.000000000000000
6353,11.000000000000000
6354,22.000000000000000
6355,5.000000000000000
6356,17.000000000000000
6357,21.000000000000000
6358,23.000000000000000
6359,12.000000000000000
6360,15.000000000000000
6361,17.000000000000000
6362,13.000000000000000
6363,16.000000000000000
6364,16.000000000000000
6365,26.000000000000000
6366,12.000000000000000
6367,18.000000000000000
6368,20.000000000000000
6369,20.000000000000000
6370,14.000000000000000
6371,19.000000000000000
6372,19.000000000000000
6373,18.000000000000000
6374,14.000000000000000
6375,24.000000000000000
6376,25.000000000000000
6377,15.000000000000000
6378,16.000000000000000
6379,13.000000000000000
6380,15.000000000000000
6381,14.000000000000000
6382,14.000000000000000
6383,10.000000000000000
6384,24.000000000000000
6385,25.000000000000000
6386,18.000000000000000
6387,21.000000000000000
6388,16.000000000000000
6389,20.000000000000000
6390,22.000000000000000
6391,21.000000000000000
6392,15.000000000000000
6393,20.000000000000000
6394,16.000000000000000
6395,11.000000000000000
6396,13.000000000000000
6397,11.000000000000000
6398,17.000000000000000
6399,15.000000000000000
6400,14.000000000000000
6401,22.000000000000000
6402,19.000000000000000
6403,16.000000000000000
6404,15.000000000000000
6405,23.000000000000000
6406,21.000000000000000
6407,21.000000000000000
6408,13.000000000000000
6409,17.000000000000000
6410,20.000000000000000
6411,6.000000000000000
6412,11.000000000000000
6413,13.000000000000000
6414,21.000000000000000
6415,12.000000000000000
6416,15.000000000000000
6417,16.000000000000000
6418,9.000000000000000
6419,21.000000000000000
6420,16.000000000000000
6421,14.000000000000000
6422,20.000000000000000
6423,25.000000000000000
6424,18.000000000000000
6425,11.000000000000000
6426,9.000000000000000
6427,16.000000000000000
6428,28.000000000000000
6429,17.000000000000000
6430,9.000000000000000
6431,7.000000000000000
6432,16.000000000000000
6433,24.000000000000000
6434,13.000000000000000
6435,21.000000000000000
6436,15.000000000000000
6437,16.000000000000000
6438,18.000000000000000
6439,17.000000000000000
6440,13.000000000000000
6441,20.000000000000000
6442,11.000000000000000
6443,18.000000000000000
6444,17.000000000000000
6445,23.000000000000000
6446,17.000000000000000
6447,18.000000000000000
6448,25.000000000000000
6449,10.000000000000000
6450,30.000000000000000
6451,15.000000000000000
6452,15.000000000000000
6453,23.000000000000000
6454,16.000000000000000
6455,18.000000000000000
6456,12.000000000000000
6457,14.000000000000000
6458,20.000000000000000
6459,15.000000000000000
6460,21.000000000000000
6461,13.000000000000000
6462,11.000000000000000
6463,13.000000000000000
6464,13.000000000000000
6465,8.000000000000000
6466,22.000000000000000
6467,10.000000000000000
6468,21.000000000000000
6469,17.000000000000000
6470,15.000000000000000
6471,22.000000000000000
6472,14.000000000000000
6473,18.000000000000000
6474,9.000000000000000
6475,13.000000000000000
6476,19.000000000000000
6477,15.000000000000000
6478,16.000000000000000
6479,11.000000000000000
6480,16.000000000000000
6481,19.000000000000000
6482,20.000000000000000
6483,29.000000000000000
6484,22.000000000000000
6485,21.000000000000000
6486,21.000000000000000
6487,23.000000000000000
6488,13.000000000000000
6489,11.000000000000000
6490,20.000000000000000
6491,11.000000000000000
6492,11.000000000000000
6493,19.000000000000000
6494,14.000000000000000
6495,9.000000000000000
6496,14.000000000000000
6497,24.000000000000000
6498,21.000000000000000
6499,23.000000000000000
6500,20.000000000000000
6501,20.000000000000000
6502,18.000000000000000
6503,12.000000000000000
6504,12.000000000000000
6505,14.000000000000000
6506,14.000000000000000
6507,14.000000000000000
6508,16.000000000000000
6509,16.000000000000000
6510,23.000000000000000
6511,25.000000000000000
6512,19.000000000000000
6513,14.000000000000000
6514,21.000000000000000
6515,22.000000000000000
6516,10.000000000000000
6517,16.000000000000000
6518,12.000000000000000
6519,20.000000000000000
6520,21.000000000000000
6521,22.000000000000000
6522,19.000000000000000
6523,11.000000000000000
6524,12.000000000000000
6525,25.000000000000000
6526,18.000000000000000
6527,14.000000000000000
6528,13.000000000000000
6529,9.000000000000000
6530,20.000000000000000
6531,20.000000000000000
6532,13.000000000000000
6533,15.000000000000000
6534,11.000000000000000
6535,11.000000000000000
6536,15.000000000000000
6537,13.000000000000000
6538,12.000000000000000
6539,20.000000000000000
6540,14.000000000000000
6541,12.000000000000000
6542,24.000000000000000
6543,16.000000000000000
6544,9.000000000000000
6545,13.000000000000000
6546,22.000000000000000
6547,21.000000000000000
6548,15.000000000000000
6549,16.000000000000000
6550,24.000000000000000
6551,14.000000000000000
6552,18.000000000000000
6553,20.000000000000000
6554,15.000000000000000
6555,13.000000000000000
6556,15.000000000000000
6557,15.000000000000000
6558,25.000000000000000
6559,9.000000000000000
6560,12.000000000000000
6561,27.000000000000000
6562,16.000000000000000
6563,14.000000000000000
6564,9.000000000000000
6565,10.000000000000000
6566,19.000000000000000
6567,14.000000000000000
6568,18.000000000000000
6569,22.000000000000000
6570,22.000000000000000
6571,19.000000000000000
6572,16.000000000000000
6573,13.000000000000000
6574,23.000000000000000
6575,18.000000000000000
6576,21.000000000000000
6577,14.000000000000000
6578,16.000000000000000
6579,17.000000000000000
6580,15.000000000000000
6581,14.000000000000000
6582,14.000000000000000
6583,17.000000000000000
6584,14.000000000000000
6585,24.000000000000000
6586,18.000000000000000
6587,15.000000000000000
6588,17.000000000000000
6589,18.000000000000000
6590,23.000000000000000
6591,22.000000000000000
6592,17.000000000000000
6593,11.000000000000000
6594,14.000000000000000
6595,18.000000000000000
6596,10.000000000000000
6597,14.000000000000000
6598,19.000000000000000
6599,14.000000000000000
6600,8.000000000000000
6601,14.000000000000000
6602,16.000000000000000
6603,20.000000000000000
6604,14.000000000000000
6605,24.000000000000000
6606,13.000000000000000
6607,27.000000000000000
6608,14.000000000000000
6609,18.000000000000000
6610,20.000000000000000
6611,24.000000000000000
6612,11.000000000000000
6613,18.000000000000000
6614,12.000000000000000
6615,17.000000000000000
6616,14.000000000000000
6617,14.000000000000000
6618,18.000000000000000
6619,10.000000000000000
6620,12.000000000000000
6621,17.000000000000000
6622,14.000000000000000
6623,22.000000000000000
6624,19.000000000000000
6625,13.000000000000000
6626,22.000000000000000
6627,17.000000000000000
6628,20.000000000000000
6629,16.000000000000000
6630,20.000000000000000
6631,19.000000000000000
6632,11.000000000000000
6633,16.000000000000000
6634,21.000000000000000
6635,11.000000000000000
6636,17.000000000000000
6637,11.000000000000000
6638,12.000000000000000
6639,11.000000000000000
6640,20.000000000000000
6641,19.000000000000000
6642,13.000000000000000
6643,21.000000000000000
6644,13.000000000000000
6645,16.000000000000000
6646,13.000000000000000
6647,11.000000000000000
6648,13.000000000000000
6649,15.000000000000000
6650,15.000000000000000
6651,20.000000000000000
6652,11.000000000000000
6653,16.000000000000000
6654,17.000000000000000
6655,22.000000000000000
6656,20.000000000000000
6657,13.000000000000000
6658,17.000000000000000
6659,12.000000000000000
6660,14.000000000000000
6661,20.000000000000000
6662,11.000000000000000
6663,19.000000000000000
6664,14.000000000000000
6665,12.000000000000000
6666,14.000000000000000
6667,13.000000000000000
6668,14.000000000000000
6669,21.000000000000000
6670,17.000000000000000
6671,20.000000000000000
6672,19.000000000000000
6673,18.000000000000000
6674,20.000000000000000
6675,16.000000000000000
6676,17.000000000000000
6677,9.000000000000000
6678,15.000000000000000
6679,16.000000000000000
6680,14.000000000000000
6681,18.000000000000000
6682,16.000000000000000
6683,17.000000000000000
6684,13.000000000000000
6685,17.000000000000000
6686,18.000000000000000
6687,16.000000000000000
6688,16.000000000000000
6689,14.000000000000000
6690,12.000000000000000
6691,15.000000000000000
6692,16.000000000000000
6693,14.000000000000000
6694,20.000000000000000
6695,13.000000000000000
6696,19.000000000000000
6697,13.000000000000000
6698,12.000000000000000
6699,10.000000000000000
6700,17.000000000000000
6701,16.000000000000000
6702,11.000000000000000
6703,10.000000000000000
6704,14.000000000000000
6705,12.000000000000000
6706,11.000000000000000
6707,8.000000000000000
6708,11.000000000000000
6709,23.000000000000000
6710,19.000000000000000
6711,19.000000000000000
6712,15.000000000000000
6713,14.000000000000000
6714,14.000000000000000
6715,15.000000000000000
6716,12.000000000000000
6717,11.000000000000000
6718,16.000000000000000
6719,13.000000000000000
6720,16.000000000000000
6721,21.000000000000000
6722,16.000000000000000
6723,19.000000000000000
6724,19.000000000000000
6725,24.000000000000000
6726,17.000000000000000
6727,14.000000000000000
6728,10.000000000000000
6729,16.000000000000000
6730,18.000000000000000
6731,13.000000000000000
6732,15.000000000000000
6733,13.000000000000000
6734,10.000000000000000
6735,17.000000000000000
6736,13.000000000000000
6737,13.000000000000000
6738,16.000000000000000
6739,8.000000000000000
6740,17.000000000000000
6741,15.000000000000000
6742,20.000000000000000
6743,16.000000000000000
6744,17.000000000000000
6745,17.000000000000000
6746,15.000000000000000
6747,15.000000000000000
6748,17.000000000000000
6749,16.000000000000000
6750,12.000000000000000
6751,14.000000000000000
6752,13.000000000000000
6753,10.000000000000000
6754,19.000000000000000
6755,10.000000000000000
6756,18.000000000000000
6757,15.000000000000000
6758,11.000000000000000
6759,18.000000000000000
6760,15.000000000000000
6761,15.000000000000000
6762,13.000000000000000
6763,11.000000000000000
6764,5.000000000000000
6765,21.000000000000000
6766,18.000000000000000
6767,10.000000000000000
6768,20.000000000000000
6769,15.000000000000000
6770,12.000000000000000
6771,15.000000000000000
6772,14.000000000000000
6773,13.000000000000000
6774,14.000000000000000
6775,12.000000000000000
6776,15.000000000000000
6777,13.000000000000000
6778,9.000000000000000
6779,10.000000000000000
6780,8.000000000000000
6781,15.000000000000000
6782,20.000000000000000
6783,13.000000000000000
6784,13.000000000000000
6785,19.000000000000000
6786,11.000000000000000
6787,13.000000000000000
6788,14.000000000000000
6789,13.000000000000000
6790,13.000000000000000
6791,17.000000000000000
6792,13.000000000000000
6793,11.000000000000000
6794,14.000000000000000
6795,22.000000000000000
6796,12.000000000000000
6797,19.000000000000000
6798,16.000000000000000
6799,14.000000000000000
6800,12.000000000000000
6801,15.000000000000000
6802,12.000000000000000
6803,21.000000000000000
6804,9.000000000000000
6805,13.000000000000000
6806,17.000000000000000
6807,15.000000000000000
6808,22.000000000000000
6809,12.000000000000000
6810,13.000000000000000
6811,8.000000000000000
6812,18.000000000000000
6813,12.000000000000000
6814,10.000000000000000
6815,16.000000000000000
6816,13.000000000000000
6817,15.000000000000000
6818,10.000000000000000
6819,15.000000000000000
6820,19.000000000000000
6821,14.000000000000000
6822,14.000000000000000
6823,9.000000000000000
6824,16.000000000000000
6825,12.000000000000000
6826,14.000000000000000
6827,11.000000000000000
6828,18.000000000000000
6829,18.000000000000000
6830,16.000000000000000
6831,9.000000000000000
6832,16.000000000000000
6833,10.000000000000000
6834,5.000000000000000
6835,16.000000000000000
6836,11.000000000000000
6837,11.000000000000000
6838,14.000000000000000
6839,19.000000000000000
6840,8.000000000000000
6841,17.000000000000000
6842,14.000000000000000
6843,13.000000000000000
6844,17.000000000000000
6845,19.000000000000000
6846,19.000000000000000
6847,12.000000000000000
6848,16.000000000000000
6849,17.000000000000000
6850,13.000000000000000
6851,13.000000000000000
6852,11.000000000000000
6853,20.000000000000000
6854,14.000000000000000
6855,17.000000000000000
6856,18.000000000000000
6857,14.000000000000000
6858,17.000000000000000
6859,10.000000000000000
6860,14.000000000000000
6861,13.000000000000000
6862,16.000000000000000
6863,21.000000000000000
6864,14.000000000000000
6865,11.000000000000000
6866,9.000000000000000
6867,10.000000000000000
6868,16.000000000000000
6869,12.000000000000000
6870,10.000000000000000
6871,10.000000000000000
6872,18.000000000000000
6873,15.000000000000000
6874,14.000000000000000
6875,15.000000000000000
6876,12.000000000000000
6877,10.000000000000000
6878,18.000000000000000
6879,16.000000000000000
6880,12.000000000000000
6881,14.000000000000000
6882,13.000000000000000
6883,5.000000000000000
6884,11.000000000000000
6885,19.000000000000000
6886,15.000000000000000
6887,17.000000000000000
6888,6.000000000000000
6889,15.000000000000000
6890,15.000000000000000
6891,11.000000000000000
6892,10.000000000000000
6893,15.000000000000000
6894,9.000000000000000
6895,13.000000000000000
6896,11.000000000000000
6897,17.000000000000000
6898,10.000000000000000
6899,12.000000000000000
6900,13.000000000000000
6901,9.000000000000000
6902,5.000000000000000
6903,14.000000000000000
6904,10.000000000000000
6905,17.000000000000000
6906,9.000000000000000
6907,17.000000000000000
6908,17.000000000000000
6909,22.000000000000000
6910,13.000000000000000
6911,15.000000000000000
6912,13.000000000000000
6913,15.000000000000000
6914,12.000000000000000
6915,23.000000000000000
6916,16.000000000000000
6917,18.000000000000000
6918,12.000000000000000
6919,17.000000000000000
6920,15.000000000000000
6921,11.000000000000000
6922,8.000000000000000
6923,16.000000000000000
6924,16.000000000000000
6925,14.000000000000000
6926,15.000000000000000
6927,20.000000000000000
6928,10.000000000000000
6929,19.000000000000000
6930,14.000000000000000
6931,15.000000000000000
6932,18.000000000000000
6933,17.000000000000000
6934,14.000000000000000
6935,17.000000000000000
6936,9.000000000000000
6937,21.000000000000000
6938,23.000000000000000
6939,10.000000000000000
6940,12.000000000000000
6941,15.000000000000000
6942,19.000000000000000
6943,14.000000000000000
6944,14.000000000000000
6945,19.000000000000000
6946,19.000000000000000
6947,13.000000000000000
6948,16.000000000000000
6949,20.000000000000000
6950,8.000000000000000
6951,16.000000000000000
6952,17.000000000000000
6953,12.000000000000000
6954,10.000000000000000
6955,12.000000000000000
6956,12.000000000000000
6957,10.000000000000000
6958,10.000000000000000
6959,9.000000000000000
6960,14.000000000000000
6961,8.000000000000000
6962,24.000000000000000
6963,16.000000000000000
6964,11.000000000000000
6965,15.000000000000000
6966,13.000000000000000
6967,17.000000000000000
6968,19.000000000000000
6969,8.000000000000000
6970,12.000000000000000
6971,16.000000000000000
6972,11.000000000000000
6973,11.000000000000000
6974,15.000000000000000
6975,18.000000000000000
6976,14.000000000000000
6977,10.000000000000000
6978,17.000000000000000
6979,19.000000000000000
6980,21.000000000000000
6981,20.000000000000000
6982,12.000000000000000
6983,15.000000000000000
6984,10.000000000000000
6985,10.000000000000000
6986,15.000000000000000
6987,13.000000000000000
6988,18.000000000000000
6989,11.000000000000000
6990,11.000000000000000
6991,9.000000000000000
6992,12.000000000000000
6993,15.000000000000000
6994,20.000000000000000
6995,14.000000000000000
6996,10.000000000000000
6997,12.000000000000000
6998,14.000000000000000
6999,14.000000000000000
7000,9.000000000000000
7001,16.000000000000000
7002,10.000000000000000
7003,13.000000000000000
7004,19.000000000000000
7005,13.000000000000000
7006,12.000000000000000
7007,15.000000000000000
7008,11.000000000000000
7009,16.000000000000000
7010,12.000000000000000
7011,12.000000000000000
7012,17.000000000000000
7013,21.000000000000000
7014,12.000000000000000
7015,12.000000000000000
7016,19.000000000000000
7017,19.000000000000000
7018,17.000000000000000
7019,13.000000000000000
7020,13.000000000000000
7021,16.000000000000000
7022,8.000000000000000
7023,15.000000000000000
7024,11.000000000000000
7025,19.000000000000000
7026,10.000000000000000
7027,15.000000000000000
7028,16.000000000000000
7029,12.000000000000000
7030,15.000000000000000
7031,13.000000000000000
7032,15.000000000000000
7033,22.000000000000000
7034,10.000000000000000
7035,10.000000000000000
7036,14.000000000000000
7037,15.000000000000000
7038,13.000000000000000
7039,13.000000000000000
7040,14.000000000000000
7041,12.000000000000000
7042,14.000000000000000
7043,14.000000000000000
7044,10.000000000000000
7045,12.000000000000000
7046,7.000000000000000
7047,15.000000000000000
7048,11.000000000000000
7049,11.000000000000000
7050,17.000000000000000
7051,12.000000000000000
7052,15.000000000000000
7053,20.000000000000000
7054,11.000000000000000
7055,14.000000000000000
7056,9.000000000000000
7057,16.000000000000000
7058,18.000000000000000
7059,14.000000000000000
7060,13.000000000000000
7061,18.000000000000000
7062,17.000000000000000
7063,16.000000000000000
7064,18.000000000000000
7065,16.000000000000000
7066,7.000000000000000
7067,19.000000000000000
7068,12.000000000000000
7069,12.000000000000000
7070,15.000000000000000
7071,14.000000000000000
7072,10.000000000000000
7073,14.000000000000000
7074,10.000000000000000
7075,14.000000000000000
7076,17.000000000000000
7077,15.000000000000000
7078,15.000000000000000
7079,14.000000000000000
7080,12.000000000000000
7081,15.000000000000000
7082,19.000000000000000
7083,16.000000000000000
7084,11.000000000000000
7085,10.000000000000000
7086,14.000000000000000
7087,13.000000000000000
7088,12.000000000000000
7089,12.000000000000000
7090,14.000000000000000
7091,15.000000000000000
7092,14.000000000000000
7093,14.000000000000000
7094,14.000000000000000
7095,12.000000000000000
7096,17.000000000000000
7097,14.000000000000000
7098,11.000000000000000
7099,12.000000000000000
7100,10.000000000000000
7101,9.000000000000000
7102,17.000000000000000
7103,14.000000000000000
7104,17.000000000000000
7105,14.000000000000000
7106,20.000000000000000
7107,16.000000000000000
7108,16.000000000000000
7109,9.000000000000000
7110,15.000000000000000
7111,12.000000000000000
7112,10.000000000000000
7113,21.000000000000000
7114,12.000000000000000
7115,13.000000000000000
7116,13.000000000000000
7117,17.000000000000000
7118,15.000000000000000
7119,14.000000000000000
7120,11.000000000000000
7121,8.000000000000000
7122,17.000000000000000
7123,11.000000000000000
7124,22.000000000000000
7125,12.000000000000000
7126,9.000000000000000
7127,11.000000000000000
7128,14.000000000000000
7129,11.000000000000000
7130,10.000000000000000
7131,12.000000000000000
7132,12.000000000000000
7133,12.000000000000000
7134,20.000000000000000
7135,15.000000000000000
7136,12.000000000000000
7137,12.000000000000000
7138,19.000000000000000
7139,15.000000000000000
7140,15.000000000000000
7141,8.000000000000000
7142,16.000000000000000
7143,11.000000000000000
7144,13.000000000000000
7145,14.000000000000000
7146,15.000000000000000
7147,16.000000000000000
7148,16.000000000000000
7149,11.000000000000000
7150,17.000000000000000
7151,14.000000000000000
7152,13.000000000000000
7153,19.000000000000000
7154,11.000000000000000
7155,13.000000000000000
7156,8.000000000000000
7157,19.000000000000000
7158,12.000000000000000
7159,13.000000000000000
7160,12.000000000000000
7161,11.000000000000000
7162,12.000000000000000
7163,16.000000000000000
7164,14.000000000000000
7165,17.000000000000000
7166,11.000000000000000
7167,19.000000000000000
7168,11.000000000000000
7169,18.000000000000000
7170,16.000000000000000
7171,17.000000000000000
7172,9.000000000000000
7173,15.000000000000000
7174,14.000000000000000
7175,13.000000000000000
7176,7.000000000000000
7177,6.000000000000000
7178,9.000000000000000
7179,8.000000000000000
7180,20.000000000000000
7181,14.000000000000000
7182,11.000000000000000
7183,15.000000000000000
7184,9.000000000000000
7185,20.000000000000000
7186,13.000000000000000
7187,10.000000000000000
7188,10.000000000000000
7189,14.000000000000000
7190,6.000000000000000
7191,7.000000000000000
7192,10.000000000000000
7193,19.000000000000000
7194,12.000000000000000
7195,12.000000000000000
7196,23.000000000000000
7197,7.000000000000000
7198,6.000000000000000
7199,9.000000000000000
7200,10.000000000000000
7201,12.000000000000000
7202,11.000000000000000
7203,10.000000000000000
7204,14.000000000000000
7205,17.000000000000000
7206,16.000000000000000
7207,16.000000000000000
7208,15.000000000000000
7209,9.000000000000000
7210,13.000000000000000
7211,21.000000000000000
7212,5.000000000000000
7213,13.000000000000000
7214,8.000000000000000
7215,8.000000000000000
7216,9.000000000000000
7217,12.000000000000000
7218,18.000000000000000
7219,20.000000000000000
7220,17.000000000000000
7221,19.000000000000000
7222,8.000000000000000
7223,18.000000000000000
7224,13.000000000000000
7225,15.000000000000000
7226,10.000000000000000
7227,18.000000000000000
7228,7.000000000000000
7229,9.000000000000000
7230,12.000000000000000
7231,13.000000000000000
7232,13.000000000000000
7233,12.000000000000000
7234,16.000000000000000
7235,15.000000000000000
7236,7.000000000000000
7237,23.000000000000000
7238,16.000000000000000
7239,13.000000000000000
7240,18.000000000000000
7241,20.000000000000000
7242,13.000000000000000
7243,15.000000000000000
7244,13.000000000000000
7245,8.000000000000000
7246,12.000000000000000
7247,6.000000000000000
7248,16.000000000000000
7249,11.000000000000000
7250,12.000000000000000
7251,7.000000000000000
7252,14.000000000000000
7253,8.000000000000000
7254,11.000000000000000
7255,5.000000000000000
7256,12.000000000000000
7257,9.000000000000000
7258,12.000000000000000
7259,14.000000000000000
7260,6.000000000000000
7261,12.000000000000000
7262,10.000000000000000
7263,13.000000000000000
7264,14.000000000000000
7265,10.000000000000000
7266,11.000000000000000
7267,15.000000000000000
7268,15.000000000000000
7269,18.000000000000000
7270,12.000000000000000
7271,12.000000000000000
7272,9.000000000000000
7273,16.000000000000000
7274,13.000000000000000
7275,9.000000000000000
7276,16.000000000000000
7277,11.000000000000000
7278,14.000000000000000
7279,12.000000000000000
7280,11.000000000000000
7281,7.000000000000000
7282,14.000000000000000
7283,19.000000000000000
7284,13.000000000000000
7285,5.000000000000000
7286,11.000000000000000
7287,16.000000000000000
7288,10.000000000000000
7289,6.000000000000000
7290,14.000000000000000
7291,12.000000000000000
7292,5.000000000000000
7293,11.000000000000000
7294,10.000000000000000
7295,10.000000000000000
7296,11.000000000000000
7297,12.000000000000000
7298,8.000000000000000
7299,9.000000000000000
7300,7.000000000000000
7301,11.000000000000000
7302,10.000000000000000
7303,9.000000000000000
7304,14.000000000000000
7305,14.000000000000000
7306,18.000000000000000
7307,15.000000000000000
7308,10.000000000000000
7309,6.000000000000000
7310,8.000000000000000
7311,12.000000000000000
7312,9.000000000000000
7313,7.000000000000000
7314,16.000000000000000
7315,16.000000000000000
7316,11.000000000000000
7317,6.000000000000000
7318,14.000000000000000
7319,15.000000000000000
7320,12.000000000000000
7321,11.000000000000000
7322,14.000000000000000
7323,13.000000000000000
7324,8.000000000000000
7325,17.000000000000000
7326,9.000000000000000
7327,16.000000000000000
7328,11.000000000000000
7329,15.000000000000000
7330,14.000000000000000
7331,9.000000000000000
7332,7.000000000000000
7333,19.000000000000000
7334,14.000000000000000
7335,12.000000000000000
7336,7.000000000000000
7337,11.000000000000000
