Value,Count
483,5053.000000000000000
484,4800.000000000000000
485,4844.000000000000000
486,4801.000000000000000
487,4908.000000000000000
488,4884.000000000000000
489,4733.000000000000000
490,4818.000000000000000
491,4595.000000000000000
492,4679.000000000000000
493,4650.000000000000000
494,4923.000000000000000
495,4665.000000000000000
496,4646.000000000000000
497,4592.000000000000000
498,4665.000000000000000
499,4683.000000000000000
500,4642.000000000000000
501,4632.000000000000000
502,4545.000000000000000
503,4544.000000000000000
504,4574.000000000000000
505,4567.000000000000000
506,4466.000000000000000
507,4542.000000000000000
508,4458.000000000000000
509,4398.000000000000000
510,4510.000000000000000
511,4505.000000000000000
512,4510.000000000000000
513,4399.000000000000000
514,4275.000000000000000
515,4255.000000000000000
516,4355.000000000000000
517,4290.000000000000000
518,4251.000000000000000
519,4212.000000000000000
520,4396.000000000000000
521,4228.000000000000000
522,4286.000000000000000
523,4208.000000000000000
524,4270.000000000000000
525,4064.000000000000000
526,4101.000000000000000
527,4091.000000000000000
528,4017.000000000000000
529,4132.000000000000000
530,4211.000000000000000
531,4122.000000000000000
532,4099.000000000000000
533,4209.000000000000000
534,4054.000000000000000
535,3986.000000000000000
536,3842.000000000000000
537,3959.000000000000000
538,4044.000000000000000
539,3927.000000000000000
540,3888.000000000000000
541,3933.000000000000000
542,3829.000000000000000
543,3881.000000000000000
544,3870.000000000000000
545,3935.000000000000000
546,3851.000000000000000
547,3756.000000000000000
548,3895.000000000000000
549,3775.000000000000000
550,3668.000000000000000
551,3802.000000000000000
552,3746.000000000000000
553,3631.000000000000000
554,3725.000000000000000
555,3668.000000000000000
556,3620.000000000000000
557,3755.000000000000000
558,3625.000000000000000
559,3630.000000000000000
560,3762.000000000000000
561,3630.000000000000000
562,3695.000000000000000
563,3715.000000000000000
564,3544.000000000000000
565,3680.000000000000000
566,3509.000000000000000
567,3563.000000000000000
568,3559.000000000000000
569,3592.000000000000000
570,3511.000000000000000
571,3529.000000000000000
572,3610.000000000000000
573,3545.000000000000000
574,3479.000000000000000
575,3580.000000000000000
576,3501.000000000000000
577,3384.000000000000000
578,3426.000000000000000
579,3326.000000000000000
580,3403.000000000000000
581,3505.000000000000000
582,3243.000000000000000
583,3361.000000000000000
584,3309.000000000000000
585,3213.000000000000000
586,3351.000000000000000
587,3260.000000000000000
588,3266.000000000000000
589,3345.000000000000000
590,3317.000000000000000
591,3294.000000000000000
592,3385.000000000000000
593,3395.000000000000000
594,3387.000000000000000
595,3317.000000000000000
596,3183.000000000000000
597,3215.000000000000000
598,3216.000000000000000
599,3264.000000000000000
600,3205.000000000000000
601,3263.000000000000000
602,3312.000000000000000
603,3267.000000000000000
604,3099.000000000000000
605,3180.000000000000000
606,3194.000000000000000
607,3166.000000000000000
608,3167.000000000000000
609,3042.000000000000000
610,3184.000000000000000
611,3037.000000000000000
612,3041.000000000000000
613,3084.000000000000000
614,2983.000000000000000
615,2987.000000000000000
616,2999.000000000000000
617,3004.000000000000000
618,2935.000000000000000
619,3030.000000000000000
620,2905.000000000000000
621,2985.000000000000000
622,2968.000000000000000
623,2959.000000000000000
624,2945.000000000000000
625,3007.000000000000000
626,2945.000000000000000
627,3044.000000000000000
628,2934.000000000000000
629,3011.000000000000000
630,2931.000000000000000
631,2959.000000000000000
632,2854.000000000000000
633,2926.000000000000000
634,2887.000000000000000
635,2853.000000000000000
636,2786.000000000000000
637,2897.000000000000000
638,2789.000000000000000
639,2759.000000000000000
640,2823.000000000000000
641,2737.000000000000000
642,2732.000000000000000
643,2667.000000000000000
644,2737.000000000000000
645,2798.000000000000000
646,2680.000000000000000
647,2749.000000000000000
648,2752.000000000000000
649,2787.000000000000000
650,2758.000000000000000
651,2686.000000000000000
652,2744.000000000000000
653,2795.000000000000000
654,2552.000000000000000
655,2718.000000000000000
656,2686.000000000000000
657,2566.000000000000000
658,2620.000000000000000
659,2542.000000000000000
660,2623.000000000000000
661,2631.000000000000000
662,2658.000000000000000
663,2560.000000000000000
664,2554.000000000000000
665,2508.000000000000000
666,2579.000000000000000
667,2434.000000000000000
668,2465.000000000000000
669,2561.000000000000000
670,2518.000000000000000
671,2543.000000000000000
672,2506.000000000000000
673,2493.000000000000000
674,2564.000000000000000
675,2551.000000000000000
676,2526.000000000000000
677,2537.000000000000000
678,2553.000000000000000
679,2462.000000000000000
680,2461.000000000000000
681,2416.000000000000000
682,2335.000000000000000
683,2395.000000000000000
684,2388.000000000000000
685,2404.000000000000000
686,2413.000000000000000
687,2386.000000000000000
688,2346.000000000000000
689,2366.000000000000000
690,2373.000000000000000
691,2248.000000000000000
692,2347.000000000000000
693,2307.000000000000000
694,2313.000000000000000
695,2392.000000000000000
696,2336.000000000000000
697,2310.000000000000000
698,2268.000000000000000
699,2361.000000000000000
700,2282.000000000000000
701,2181.000000000000000
702,2252.000000000000000
703,2331.000000000000000
704,2202.000000000000000
705,2235.000000000000000
706,2280.000000000000000
707,2272.000000000000000
708,2280.000000000000000
709,2163.000000000000000
710,2219.000000000000000
711,2335.000000000000000
712,2260.000000000000000
713,2289.000000000000000
714,2208.000000000000000
715,2240.000000000000000
716,2199.000000000000000
717,2283.000000000000000
718,2195.000000000000000
719,2204.000000000000000
720,2226.000000000000000
721,2075.000000000000000
722,2144.000000000000000
723,2212.000000000000000
724,2138.000000000000000
725,2117.000000000000000
726,2152.000000000000000
727,2112.000000000000000
728,2159.000000000000000
729,2057.000000000000000
730,2136.000000000000000
731,2224.000000000000000
732,2157.000000000000000
733,2172.000000000000000
734,2176.000000000000000
735,2136.000000000000000
736,2075.000000000000000
737,2027.000000000000000
738,2054.000000000000000
739,2063.000000000000000
740,2014.000000000000000
741,2082.000000000000000
742,2060.000000000000000
743,2076.000000000000000
744,1957.000000000000000
745,2033.000000000000000
746,2101.000000000000000
747,2022.000000000000000
748,2034.000000000000000
749,2071.000000000000000
750,2024.000000000000000
751,2011.000000000000000
752,2048.000000000000000
753,1991.000000000000000
754,2038.000000000000000
755,1963.000000000000000
756,2024.000000000000000
757,1957.000000000000000
758,1879.000000000000000
759,1969.000000000000000
760,2015.000000000000000
761,1900.000000000000000
762,1911.000000000000000
763,1975.000000000000000
764,1927.000000000000000
765,1941.000000000000000
766,1954.000000000000000
767,1903.000000000000000
768,1974.000000000000000
769,1954.000000000000000
770,1982.000000000000000
771,1907.000000000000000
772,1894.000000000000000
773,1953.000000000000000
774,1853.000000000000000
775,1948.000000000000000
776,1911.000000000000000
777,1873.000000000000000
778,1894.000000000000000
779,1951.000000000000000
780,1915.000000000000000
781,1904.000000000000000
782,1940.000000000000000
783,1821.000000000000000
784,1790.000000000000000
785,1845.000000000000000
786,1873.000000000000000
787,1763.000000000000000
788,1903.000000000000000
789,1788.000000000000000
790,1902.000000000000000
791,1726.000000000000000
792,1796.000000000000000
793,1742.000000000000000
794,1787.000000000000000
795,1846.000000000000000
796,1744.000000000000000
797,1756.000000000000000
798,1800.000000000000000
799,1755.000000000000000
800,1768.000000000000000
801,1715.000000000000000
802,1718.000000000000000
803,1723.000000000000000
804,1680.000000000000000
805,1704.000000000000000
806,1751.000000000000000
807,1702.000000000000000
808,1722.000000000000000
809,1789.000000000000000
810,1779.000000000000000
811,1737.000000000000000
812,1696.000000000000000
813,1699.000000000000000
814,1726.000000000000000
815,1672.000000000000000
816,1700.000000000000000
817,1637.000000000000000
818,1710.000000000000000
819,1677.000000000000000
820,1670.000000000000000
821,1677.000000000000000
822,1616.000000000000000
823,1654.000000000000000
824,1660.000000000000000
825,1606.000000000000000
826,1635.000000000000000
827,1637.000000000000000
828,1633.000000000000000
829,1609.000000000000000
830,1598.000000000000000
831,1573.000000000000000
832,1650.000000000000000
833,1578.000000000000000
834,1648.000000000000000
835,1617.000000000000000
836,1630.000000000000000
837,1523.000000000000000
838,1584.000000000000000
839,1602.000000000000000
840,1580.000000000000000
841,1567.000000000000000
842,1546.000000000000000
843,1540.000000000000000
844,1574.000000000000000
845,1552.000000000000000
846,1566.000000000000000
847,1572.000000000000000
848,1548.000000000000000
849,1562.000000000000000
850,1514.000000000000000
851,1563.000000000000000
852,1500.000000000000000
853,1482.000000000000000
854,1470.000000000000000
855,1529.000000000000000
856,1500.000000000000000
857,1507.000000000000000
858,1545.000000000000000
859,1508.000000000000000
860,1512.000000000000000
861,1533.000000000000000
862,1529.000000000000000
863,1554.000000000000000
864,1430.000000000000000
865,1514.000000000000000
866,1491.000000000000000
867,1429.000000000000000
868,1472.000000000000000
869,1456.000000000000000
870,1519.000000000000000
871,1499.000000000000000
872,1390.000000000000000
873,1459.000000000000000
874,1472.000000000000000
875,1425.000000000000000
876,1490.000000000000000
877,1440.000000000000000
878,1423.000000000000000
879,1450.000000000000000
880,1398.000000000000000
881,1406.000000000000000
882,1421.000000000000000
883,1379.000000000000000
884,1376.000000000000000
885,1392.000000000000000
886,1398.000000000000000
887,1500.000000000000000
888,1464.000000000000000
889,1440.000000000000000
890,1420.000000000000000
891,1353.000000000000000
892,1401.000000000000000
893,1346.000000000000000
894,1396.000000000000000
895,1326.000000000000000
896,1388.000000000000000
897,1421.000000000000000
898,1349.000000000000000
899,1341.000000000000000
900,1302.000000000000000
901,1343.000000000000000
902,1332.000000000000000
903,1325.000000000000000
904,1441.000000000000000
905,1431.000000000000000
906,1363.000000000000000
907,1374.000000000000000
908,1339.000000000000000
909,1273.000000000000000
910,1346.000000000000000
911,1369.000000000000000
912,1362.000000000000000
913,1321.000000000000000
914,1278.000000000000000
915,1267.000000000000000
916,1323.000000000000000
917,1320.000000000000000
918,1304.000000000000000
919,1292.000000000000000
920,1265.000000000000000
921,1264.000000000000000
922,1287.000000000000000
923,1322.000000000000000
924,1327.000000000000000
925,1246.000000000000000
926,1236.000000000000000
927,1239.000000000000000
928,1223.000000000000000
929,1274.000000000000000
930,1197.000000000000000
931,1220.000000000000000
932,1246.000000000000000
933,1281.000000000000000
934,1226.000000000000000
935,1240.000000000000000
936,1200.000000000000000
937,1237.000000000000000
938,1272.000000000000000
939,1250.000000000000000
940,1205.000000000000000
941,1246.000000000000000
942,1235.000000000000000
943,1251.000000000000000
944,1252.000000000000000
945,1270.000000000000000
946,1188.000000000000000
947,1182.000000000000000
948,1258.000000000000000
949,1212.000000000000000
950,1193.000000000000000
951,1203.000000000000000
952,1207.000000000000000
953,1172.000000000000000
954,1161.000000000000000
955,1256.000000000000000
956,1265.000000000000000
957,1185.000000000000000
958,1238.000000000000000
959,1156.000000000000000
960,1136.000000000000000
961,1213.000000000000000
962,1186.000000000000000
963,1210.000000000000000
964,1142.000000000000000
965,1187.000000000000000
966,1217.000000000000000
967,1195.000000000000000
968,1149.000000000000000
969,1203.000000000000000
970,1115.000000000000000
971,1126.000000000000000
972,1178.000000000000000
973,1169.000000000000000
974,1164.000000000000000
975,1084.000000000000000
976,1185.000000000000000
977,1098.000000000000000
978,1130.000000000000000
979,1163.000000000000000
980,1147.000000000000000
981,1157.000000000000000
982,1100.000000000000000
983,1216.000000000000000
984,1117.000000000000000
985,1135.000000000000000
986,1108.000000000000000
987,1124.000000000000000
988,1136.000000000000000
989,1120.000000000000000
990,1096.000000000000000
991,1070.000000000000000
992,1085.000000000000000
993,1165.000000000000000
994,1136.000000000000000
995,1082.000000000000000
996,1052.000000000000000
997,1081.000000000000000
998,1028.000000000000000
999,1104.000000000000000
1000,1058.000000000000000
1001,1088.000000000000000
1002,1039.000000000000000
1003,1102.000000000000000
1004,1105.000000000000000
1005,1056.000000000000000
1006,1019.000000000000000
1007,1108.000000000000000
1008,1051.000000000000000
1009,1075.000000000000000
1010,1065.000000000000000
1011,1060.000000000000000
1012,1074.000000000000000
1013,1115.000000000000000
1014,1045.000000000000000
1015,1055.000000000000000
1016,1043.000000000000000
1017,1026.000000000000000
1018,1017.000000000000000
1019,1060.000000000000000
1020,1043.000000000000000
1021,1006.000000000000000
1022,1030.000000000000000
1023,1036.000000000000000
1024,1058.000000000000000
1025,1030.000000000000000
1026,1017.000000000000000
1027,959.000000000000000
1028,1050.000000000000000
1029,1033.000000000000000
1030,1024.000000000000000
1031,1030.000000000000000
1032,1064.000000000000000
1033,1043.000000000000000
1034,985.000000000000000
1035,1000.000000000000000
1036,998.000000000000000
1037,1055.000000000000000
1038,1019.000000000000000
1039,1063.000000000000000
1040,1040.000000000000000
1041,1077.000000000000000
1042,1028.000000000000000
1043,1005.000000000000000
1044,1023.000000000000000
1045,954.000000000000000
1046,980.000000000000000
1047,994.000000000000000
1048,977.000000000000000
1049,1031.000000000000000
1050,943.000000000000000
1051,993.000000000000000
1052,970.000000000000000
1053,946.000000000000000
1054,981.000000000000000
1055,983.000000000000000
1056,957.000000000000000
1057,982.000000000000000
1058,928.000000000000000
1059,1000.000000000000000
1060,963.000000000000000
1061,981.000000000000000
1062,971.000000000000000
1063,1023.000000000000000
1064,951.000000000000000
1065,995.000000000000000
1066,965.000000000000000
1067,928.000000000000000
1068,999.000000000000000
1069,918.000000000000000
1070,992.000000000000000
1071,933.000000000000000
1072,983.000000000000000
1073,957.000000000000000
1074,953.000000000000000
1075,956.000000000000000
1076,960.000000000000000
1077,979.000000000000000
1078,843.000000000000000
1079,966.000000000000000
1080,901.000000000000000
1081,884.000000000000000
1082,840.000000000000000
1083,886.000000000000000
1084,899.000000000000000
1085,976.000000000000000
1086,867.000000000000000
1087,923.000000000000000
1088,850.000000000000000
1089,878.000000000000000
1090,854.000000000000000
1091,929.000000000000000
1092,935.000000000000000
1093,923.000000000000000
1094,848.000000000000000
1095,875.000000000000000
1096,916.000000000000000
1097,876.000000000000000
1098,906.000000000000000
1099,904.000000000000000
1100,904.000000000000000
1101,895.000000000000000
1102,870.000000000000000
1103,903.000000000000000
1104,916.000000000000000
1105,936.000000000000000
1106,954.000000000000000
1107,866.000000000000000
1108,847.000000000000000
1109,899.000000000000000
1110,871.000000000000000
1111,833.000000000000000
1112,837.000000000000000
1113,912.000000000000000
1114,912.000000000000000
1115,879.000000000000000
1116,867.000000000000000
1117,846.000000000000000
1118,930.000000000000000
1119,910.000000000000000
1120,891.000000000000000
1121,842.000000000000000
1122,853.000000000000000
1123,822.000000000000000
1124,898.000000000000000
1125,865.000000000000000
1126,816.000000000000000
1127,786.000000000000000
1128,827.000000000000000
1129,877.000000000000000
1130,863.000000000000000
1131,845.000000000000000
1132,804.000000000000000
1133,846.000000000000000
1134,836.000000000000000
1135,799.000000000000000
1136,822.000000000000000
1137,796.000000000000000
1138,802.000000000000000
1139,875.000000000000000
1140,881.000000000000000
1141,816.000000000000000
1142,886.000000000000000
1143,854.000000000000000
1144,790.000000000000000
1145,771.000000000000000
1146,804.000000000000000
1147,821.000000000000000
1148,869.000000000000000
1149,827.000000000000000
1150,778.000000000000000
1151,764.000000000000000
1152,854.000000000000000
1153,835.000000000000000
1154,791.000000000000000
1155,806.000000000000000
1156,820.000000000000000
1157,843.000000000000000
1158,804.000000000000000
1159,800.000000000000000
1160,814.000000000000000
1161,804.000000000000000
1162,834.000000000000000
1163,765.000000000000000
1164,760.000000000000000
1165,783.000000000000000
1166,779.000000000000000
1167,815.000000000000000
1168,782.000000000000000
1169,836.000000000000000
1170,742.000000000000000
1171,762.000000000000000
1172,730.000000000000000
1173,749.000000000000000
1174,815.000000000000000
1175,810.000000000000000
1176,772.000000000000000
1177,749.000000000000000
1178,826.000000000000000
1179,754.000000000000000
1180,752.000000000000000
1181,742.000000000000000
1182,753.000000000000000
1183,772.000000000000000
1184,720.000000000000000
1185,764.000000000000000
1186,722.000000000000000
1187,772.000000000000000
1188,789.000000000000000
1189,780.000000000000000
1190,707.000000000000000
1191,796.000000000000000
1192,762.000000000000000
1193,736.000000000000000
1194,694.000000000000000
1195,719.000000000000000
1196,763.000000000000000
1197,736.000000000000000
1198,751.000000000000000
1199,791.000000000000000
1200,782.000000000000000
1201,733.000000000000000
1202,730.000000000000000
1203,753.000000000000000
1204,711.000000000000000
1205,735.000000000000000
1206,761.000000000000000
1207,750.000000000000000
1208,727.000000000000000
1209,762.000000000000000
1210,767.000000000000000
1211,781.000000000000000
1212,738.000000000000000
1213,704.000000000000000
1214,721.000000000000000
1215,723.000000000000000
1216,728.000000000000000
1217,732.000000000000000
1218,715.000000000000000
1219,730.000000000000000
1220,743.000000000000000
1221,728.000000000000000
1222,742.000000000000000
1223,730.000000000000000
1224,725.000000000000000
1225,708.000000000000000
1226,711.000000000000000
1227,698.000000000000000
1228,672.000000000000000
1229,675.000000000000000
1230,693.000000000000000
1231,697.000000000000000
1232,734.000000000000000
1233,712.000000000000000
1234,740.000000000000000
1235,724.000000000000000
1236,706.000000000000000
1237,737.000000000000000
1238,712.000000000000000
1239,681.000000000000000
1240,698.000000000000000
1241,743.000000000000000
1242,730.000000000000000
1243,686.000000000000000
1244,646.000000000000000
1245,709.000000000000000
1246,694.000000000000000
1247,697.000000000000000
1248,684.000000000000000
1249,714.000000000000000
1250,671.000000000000000
1251,690.000000000000000
1252,669.000000000000000
1253,674.000000000000000
1254,684.000000000000000
1255,662.000000000000000
1256,736.000000000000000
1257,706.000000000000000
1258,660.000000000000000
1259,689.000000000000000
1260,733.000000000000000
1261,694.000000000000000
1262,676.000000000000000
1263,695.000000000000000
1264,677.000000000000000
